address,cost,cuisine,lat,link,lng,phone,rating_number,rating_text,subzone,title,type,votes,groupon,color,cost_2,cuisine_color
" Shop 10, 166-168 The Mall, Leura, Sydney",50,"['Bakery', 'Cafe']",-33.892925,https://www.zomato.com/sydney/rubyfruit-leura,151.2701671,0432 963 663,3.6,Good,Leura,Rubyfruit,"['Bakery', 'Café']",50,FALSE,#f57622,5.243902439,#6f706b
" 78 Parramatta Road, Lidcombe, Sydney",25,['Burger'],-33.850444,https://www.zomato.com/chubby-buns-burgers-food-truck,151.0523344,0414 081 614,3.1,Average,Lidcombe,Chubby Buns Burgers,['Food Truck'],6,FALSE,#fda25a,3.31300813,#6f706b
" 182 Liverpool Road, Croydon, Sydney",80,['Chinese'],-33.8873373,https://www.zomato.com/sydney/lao-zhao-good-luck-chinese-restaurant-croydon,151.0980346,02 9747 4625,3.4,Average,Croydon,Lao Zhao Good Luck Chinese Restaurant,['Casual Dining'],65,FALSE,#fb8836,7.56097561,#f45042
" 372 Lyons Road, Drummoyne, Sydney",65,['French'],-33.8615799,https://www.zomato.com/sydney/vatel-drummoyne,151.1373535,02 9712 4024,3.6,Good,Drummoyne,Vatel,['Casual Dining'],70,FALSE,#f57622,6.402439024,#6f706b
" 394 Anzac Parade, Kingsford, Sydney",40,"['Asian', 'Chinese', 'Indonesian']",-33.9203573,https://www.zomato.com/sydney/fajar-indonesian-asian-food-kingsford,151.2269423,(02) 9662 0736,3.6,Good,Kingsford,Fajar Indonesian & Asian Food,['Casual Dining'],87,FALSE,#f57622,4.471544715,#f45042
" 11 Brookhollow Avenue, Baulkham Hills, Sydney",85,['Iranian'],-33.7333303,https://www.zomato.com/sydney/anais-restaurant-baulkham-hills,150.9654678,02 9659 4991,3.4,Average,Baulkham Hills,Anais Restaurant,['Casual Dining'],39,FALSE,#fb8836,7.947154472,#6f706b
" 66 Stanley Street, Darlinghurst, Sydney",45,['Cafe'],-33.8755573,https://www.zomato.com/sydney/philosophy-cafe-darlinghurst,151.2152478,04 6893 8918,3.1,Average,Darlinghurst,Philosophy Cafe,['Café'],13,FALSE,#fda25a,4.857723577,#6f706b
" 212 Bondi Road, Bondi, Sydney",90,"['Eastern European', 'Hungarian']",-33.8935075,https://www.zomato.com/sydney/bondi-cosmo-bondi,151.2634591,02 9639 3425,3.3,Average,Bondi,Bondi Cosmo,['Casual Dining'],52,TRUE,#fd9243,8.333333333,#6f706b
 480 Anzac Parade,40,['Chinese'],-33.9224806,https://www.zomato.com/sydney/tasty-eating-house-kingsford,151.2273101,(02) 9313 8780,3.1,Average,Kingsford,Tasty Eating House,['Casual Dining'],23,FALSE,#fda25a,4.471544715,#f45042
" 10-14 Railway Street, Chatswood, Sydney",65,['Bar Food'],-33.796212,https://www.zomato.com/sydney/chelsea-hotel-chatswood-chatswood,151.1798201,(02) 9411 4995,3.6,Good,Chatswood,Chelsea Hotel Chatswood,['Bar'],80,FALSE,#f57622,6.402439024,#6f706b
" 664 Crown Street, Surry Hills, Sydney",25,"['BBQ', 'Burger', 'Charcoal Chicken']",-33.8912664,https://www.zomato.com/sydney/pablos-charcoal-chicken-ribs-surry-hills,151.2128537,(02) 9698 8962,3.8,Good,Surry Hills,Pablo's Charcoal Chicken & Ribs,['Fast Food'],101,FALSE,#ed6310,3.31300813,#6f706b
" Capital Square, G12/730-742 George Street, 	Chinatown",55,['Cafe'],,https://www.zomato.com/sydney/charlie-rabbit-chinatown,,02 9212 3374,3.2,Average,Chinatown,Charlie Rabbit,['Café'],19,FALSE,#fd9a4e,5.630081301,#6f706b
" 12 Bayswater Road, Potts Point, Sydney",30,"['Cafe', 'Italian']",-33.8746894,https://www.zomato.com/sydney/friggitoria-potts-point,151.2229951,(02) 8540 4357,3.3,Average,Potts Point,Friggitoria,['Café'],24,FALSE,#fd9243,3.699186992,#6f706b
" 33-35 Rochester Street, Homebush, Sydney",45,"['Australian', 'Cafe']",-33.8674928,https://www.zomato.com/sydney/bar-cortona-homebush,151.0843089,02 9764 3315,3.2,Average,Homebush,Bar Cortona,['Café'],48,FALSE,#fd9a4e,4.857723577,#4186f4
" 48 Frenchmans Road, Randwick, Sydney",40,"['Cafe', 'Healthy Food']",-33.9083108,https://www.zomato.com/sydney/rells-kitchen-randwick,151.2482886,02 9399 8337,3.5,Good,Randwick,Rell's Kitchen,['Café'],38,FALSE,#f87f2c,4.471544715,#6f706b
" 66A Burwood Road, Burwood, Burwood, Sydney",50,"['Chinese', 'Vietnamese']",-33.8725528,https://www.zomato.com/sydney/botoli-restaurant-burwood,151.1050164,02 9745 4565,3.5,Good,Burwood,Botoli Restaurant,['Casual Dining'],56,FALSE,#f87f2c,5.243902439,#f45042
" 1 Willoughby Road Crows Nest, Crows Nest, Sydney",70,['Drinks Only'],-33.8275697,https://www.zomato.com/sydney/crows-nest-hotel-1-crows-nest,151.2011266,02 9436 4887,2.2,Poor,Crows Nest,Crows Nest Hotel,['Pub'],44,FALSE,#fee5cc,6.788617886,#6f706b
" 111 Longueville Road, Lane Cove, Sydney",55,"['Chinese', 'Malaysian']",-33.8141668,https://www.zomato.com/sydney/wok-passion-lane-cove,151.1695549,02 9420 9567,3.2,Average,Lane Cove,Wok Passion,['Casual Dining'],56,FALSE,#fd9a4e,5.630081301,#f45042
" 52 St Pauls Street, Randwick",35,"['Latin American', 'Mexican']",-33.9206241,https://www.zomato.com/sydney/poco-cantina-randwick,151.2439311,(02) 9314 7447,3.5,Good,Randwick,Poco Cantina,['Casual Dining'],106,FALSE,#f87f2c,4.085365854,#6f706b
" Level 1, 1380 Pacific Highway, Turramurra, Sydney",80,['Iranian'],-30.8010167,https://www.zomato.com/sydney/persian-rose-turramurra,152.8690518,(02) 8958 6378,3.1,Average,Turramurra,Persian Rose,['Casual Dining'],60,FALSE,#fda25a,7.56097561,#6f706b
" 622 Crown Street, Surry Hills",50,['Vietnamese'],-33.8903406,https://www.zomato.com/sydney/thanh-long-vietnamese-restaurant-surry-hills,151.2133076,(02) 9319 3206,3.7,Good,Surry Hills,Thanh Long Vietnamese Restaurant,['Casual Dining'],93,FALSE,#f26d17,5.243902439,#6f706b
" Pitt Street, CBD, Sydney",30,['Cafe'],-33.8728103,https://www.zomato.com/sydney/joe-the-juice-cbd,151.2081446,Not available for this place,3.4,Average,CBD,Joe & The Juice,['Café'],23,FALSE,#fb8836,3.699186992,#6f706b
" 256B Old Northern Road, 	Castle Hill",40,['Thai'],-33.7341488,https://www.zomato.com/sydney/pa-nang-thai-castle-hill,151.0031915,02 9634 3847,3.6,Good,Castle Hill,Pa-nang Thai,['Casual Dining'],109,FALSE,#f57622,4.471544715,#6f706b
" Shop 1, 1-3 Broughton Street, Kirribilli, Sydney",40,"['Tapas', 'Modern Australian', 'Cafe']",-33.8470537,https://www.zomato.com/sydney/small-bar-kitchen-kirribilli,151.2131105,(02) 9460 4200,3.2,Average,Kirribilli,Small Bar & Kitchen,['Café'],31,FALSE,#fd9a4e,4.471544715,#4186f4
" Radisson Blu Plaza Hotel, 27 O'Connell Street, CBD, Sydney",70,"['Modern Australian', 'Cafe']",-33.865418,https://www.zomato.com/sydney/lady-fairfax-room-cbd,151.2089167,02 8214 0400,3.4,Average,Radisson Blu Plaza Hotel CBD,Lady Fairfax Room,"['Casual Dining', 'Bar']",48,FALSE,#fb8836,6.788617886,#4186f4
" 41 Oxford Street, Darlinghurst, Sydney",80,['French'],-33.8779696,https://www.zomato.com/sydney/slide-darlinghurst,151.2132193,02 8915 1899,3.3,Average,Darlinghurst,Slide,"['Casual Dining', 'Bar']",42,TRUE,#fd9243,7.56097561,#6f706b
" 125 Belmore Road , Randwick, Randwick, Sydney",50,"['Thai', 'Vietnamese']",-33.916019,https://www.zomato.com/sydney/dalat-restaurant-randwick,151.2409939,02 9326 3688,3.2,Average,Randwick,Dalat Restaurant,['Casual Dining'],60,FALSE,#fd9a4e,5.243902439,#6f706b
" 174 Leura Mall, Leura, Sydney",50,"['Cafe', 'Desserts']",-33.713781,https://www.zomato.com/sydney/the-wayzgoose-café-leura,150.3311369,(02) 4784 1973,3.3,Average,Leura,The Wayzgoose Café,['Café'],50,FALSE,#fd9243,5.243902439,#6f706b
" 340 New South Head Road, Double Bay, Sydney",60,['Thai'],-33.8778759,https://www.zomato.com/sydney/spice-market-double-bay,151.2423168,(02) 9328 7499,3.6,Good,Double Bay,Spice Market,['Casual Dining'],81,FALSE,#f57622,6.016260163,#6f706b
" 61 Quay Street, Haymarket, Chinatown",60,['Cafe'],-33.8814869,https://www.zomato.com/sydney/coop-cart-chinatown,151.2026451,Not available for this place,3,Average,Chinatown,COOP & CART,['Café'],13,FALSE,#fdab66,6.016260163,#6f706b
" Level 3, Westfield Parramatta, 159-175 Church Street, Parramatta, Sydney",35,['Cafe'],-33.8175733,https://www.zomato.com/sydney/georgie-porgies-parramatta,151.0008,Not available for this place,3.2,Average,"Westfield Parramatta, Parramatta",Georgie Porgies,['Café'],16,FALSE,#fd9a4e,4.085365854,#6f706b
" Shop 18, Prince Centre, 8 Quay Street, Chinatown",45,['Japanese'],-33.8810935,https://www.zomato.com/sydney/takara-chinatown,151.20333,02 9212 2276,3.1,Average,"Prince Centre, Chinatown",Takara,['Casual Dining'],44,FALSE,#fda25a,4.857723577,#6f706b
" 186 Lyons Road, Drummoyne, Sydney",60,['Indian'],-33.8563579,https://www.zomato.com/sydney/indian-kitchen-drummoyne,151.1460754,02 9719 9361,3.8,Good,Drummoyne,Indian Kitchen,['Casual Dining'],99,FALSE,#ed6310,6.016260163,#6f706b
" 106 Erskineville Road, Erskineville, Sydney",45,"['Eastern European', 'Cafe']",-33.8995042,https://www.zomato.com/sydney/cafe-piccolo-erskineville,151.1841185,02 9557 9448,3.4,Average,Erskineville,Cafe Piccolo,['Café'],57,FALSE,#fb8836,4.857723577,#6f706b
" 287 Military Road, Cremorne, Sydney",60,['Bar Food'],-33.8287402,https://www.zomato.com/sydney/minskys-hotel-cremorne,151.2297966,02 9909 8888,3.2,Average,Cremorne,Minskys Hotel,['Bar'],55,FALSE,#fd9a4e,6.016260163,#6f706b
" Shop 2, 4 Hyde Parade, Campbelltown, Sydney",50,['Thai'],-34.0744251,https://www.zomato.com/sydney/thai-centric-campbelltown,150.8050183,02 4626 2666,3.8,Good,Campbelltown,Thai Centric,['Casual Dining'],131,FALSE,#ed6310,5.243902439,#6f706b
" 170 King Street, Newtown, Sydney",,['Italian'],-33.8941417,https://www.zomato.com/sydney/la-favola-newtown,151.1831573,(02) 8021 0002,,,Newtown,La Favola,['Casual Dining'],,FALSE,#000000,,#6f706b
" 321 Church Street, Parramatta, Sydney",35,['Malaysian'],-33.8113914,https://www.zomato.com/sydney/pak-hailam-kopitiam-parramatta,151.0039688,02 9635 6138,3,Average,Parramatta,Pak Hailam Kopitiam,['Casual Dining'],17,TRUE,#fdab66,4.085365854,#6f706b
" Shop 4a, Kogarah Town Centre, 1-9 Railway Parade, Kogarah, Sydney",30,"['Patisserie', 'Desserts']",-33.9622968,https://www.zomato.com/sydney/christophers-cake-shop-kogarah,151.1326081,(02) 9587 0222,3.5,Good,"Kogarah Town Centre, Kogarah",Christopher's Cake Shop,"['Café', 'Dessert Parlour']",36,FALSE,#f87f2c,3.699186992,#6f706b
" Level 1, Macarthur Square Shopping Centre, 200 Gilchrist Drive, Campbelltown, Sydney",50,['Asian'],-34.074829,https://www.zomato.com/sydney/noodle-republic-campbelltown,150.797835,02 4628 0588,3.5,Good,"Macarthur Square Shopping Centre, Campbeltown",Noodle Republic,['Casual Dining'],72,FALSE,#f87f2c,5.243902439,#6f706b
" 271 Guildford Road, Sydney, Guildford, Sydney",50,['Lebanese'],-33.8540995,https://www.zomato.com/sydney/la-shish-guildford,150.9876734,(02) 9632 1847,3.5,Good,Guildford,La Shish,['Casual Dining'],60,FALSE,#f87f2c,5.243902439,#dee82c
" 8 Marine Parade, Watsons Bay, Vaucluse, Sydney",70,"['Cafe', 'Italian']",-33.8451833,https://www.zomato.com/sydney/watsons-bay-tea-gardens-cafe-watsons-bay,151.2818003,02 9337 6733,3.5,Good,Watsons Bay,Watsons Bay Tea Gardens Cafe,['Café'],67,FALSE,#f87f2c,6.788617886,#6f706b
" 199 Cantebury Road, Bankstown, Sydney",40,"['Kebab', 'Turkish', 'Pizza']",-33.9335702,https://www.zomato.com/sydney/tc-brothers-kebabs-and-pizza-bankstown,151.0267475,02 9790 0444,3.4,Average,Bankstown,TC Brothers Kebabs and Pizza,['Casual Dining'],59,FALSE,#fb8836,4.471544715,#6f706b
" 40 King Street, CBD",25,['Cafe'],-37.8193024,https://www.zomato.com/sydney/skittle-lane-cbd,144.9571559,0466 406 463,3.3,Average,CBD,Skittle Lane,['Café'],20,FALSE,#fd9243,3.31300813,#6f706b
" 7/250 Old Northern Road, Castle Hill",80,"['Burger', 'Bar Food']",-33.73446,https://www.zomato.com/sydney/crooked-tailor-castle-hill,151.0029649,02 9899 3167,3.2,Average,Castle Hill,Crooked Tailor,"['Casual Dining', 'Bar']",25,FALSE,#fd9a4e,7.56097561,#6f706b
" 79 Burwood Road, Burwood, Sydney",40,['Vietnamese'],-33.8756509,https://www.zomato.com/sydney/gia-vien-burwood,151.1036939,02 9715 6161,3.4,Average,Burwood,Gia Vien,['Casual Dining'],66,FALSE,#fb8836,4.471544715,#6f706b
" Shop 7, Lidcombe Shopping Centre, 92 Parramatta Road, Lidcombe, Sydney",35,"['Asian', 'Chinese']",-33.8494164,https://www.zomato.com/sydney/kung-fu-kitchen-lidcombe,151.0488042,02 9737 0791,3.1,Average,"Lidcombe Shopping Centre, Lidcombe",Kung Fu Kitchen,['Casual Dining'],16,FALSE,#fda25a,4.085365854,#f45042
" 462 Cleveland Street, Surry Hills, Sydney",40,"['Japanese', 'Sushi']",-33.8914389,https://www.zomato.com/sydney/rk-san-contemporary-japanese-restaurant-surry-hills,151.2135075,02 8960 3131,3.2,Average,Surry Hills,Rk San Contemporary Japanese Restaurant,['Casual Dining'],14,FALSE,#fd9a4e,4.471544715,#6f706b
" 19 Parramatta Road, Concord, Sydney",40,"['Asian', 'Bar Food']",-33.8689293,https://www.zomato.com/sydney/pine-inn-bistro-concord,151.1062065,(02) 9747 4688,3.4,Average,Concord,Pine Inn Bistro,['Pub'],36,FALSE,#fb8836,4.471544715,#6f706b
" 94 McEvoy Street, Alexandria, Sydney",30,"['Vietnamese', 'Pho']",-33.9025815,https://www.zomato.com/sydney/photown-alexandria,151.1979659,02 9690 0718,3.3,Average,Alexandria,Photown,['Casual Dining'],50,FALSE,#fd9243,3.699186992,#6f706b
" 171 Avenue Road, Mosman, Sydney",100,['Italian'],-33.8305167,https://www.zomato.com/sydney/il-perugino-mosman,151.2435291,02 9969 9756,3.8,Good,Mosman,Il Perugino,['Casual Dining'],158,FALSE,#ed6310,9.105691057,#6f706b
" Shop 11, Llankelly Place, Potts Point, Sydney",70,"['Italian', 'Pizza']",-33.8725462,https://www.zomato.com/sydney/pizza-boccone-potts-point,151.224431,02 9357 5591,3.5,Good,Potts Point,Pizza Boccone,['Casual Dining'],37,FALSE,#f87f2c,6.788617886,#6f706b
" Shop 4, 90 Harbour Street, Chinatown",40,"['Asian', 'Chinese']",43.6515584,https://www.zomato.com/sydney/xian-cuisine-chinatown,-79.3972263,02 9211 5335,3.4,Average,Chinatown,Xi'an Cuisine,['Casual Dining'],51,FALSE,#fb8836,4.471544715,#f45042
" 474 Anzac Parade, Kingsford, Sydney",55,['Chinese'],-33.9223523,https://www.zomato.com/sydney/everise-handmade-noodle-kingsford,151.2272892,02 9663 1765,3.1,Average,Kingsford,Everise Handmade Noodle,['Casual Dining'],12,FALSE,#fda25a,5.630081301,#f45042
" 199 Lawrence Street, Alexandria, Sydney",70,['Italian'],-33.9054767,https://www.zomato.com/sydney/pinos-vino-e-cucina-alexandria,151.1909463,02 9550 2789,3.1,Average,Alexandria,Pino's Vino E Cucina,['Casual Dining'],12,FALSE,#fda25a,6.788617886,#6f706b
" Shop 2, 83 Mount Street, North Sydney, Sydney",40,['Cafe'],-33.839133,https://www.zomato.com/sydney/bacino-bar-north-sydney,151.2080122,02 8904 1111,3.4,Average,North Sydney,Bacino Bar,['Café'],53,FALSE,#fb8836,4.471544715,#6f706b
" 60 Park Street, CBD, Sydney",50,['Drinks Only'],-33.8730607,https://www.zomato.com/sydney/ramblin-rascal-tavern-cbd,151.2096951,Not available for this place,3.5,Good,CBD,Ramblin Rascal Tavern,['Bar'],45,FALSE,#f87f2c,5.243902439,#6f706b
" 138 Rowe Street, Eastwood, Sydney",45,['Japanese'],-33.7916847,https://www.zomato.com/sydney/sakae-dining-bar-eastwood,151.0818921,02 9804 7420,3,Average,"Amora Hotel Jamison Sydney, CBD",Sakae Dining Bar,['Casual Dining'],18,FALSE,#fdab66,4.857723577,#6f706b
" 26 Bridge Road, Belmore, Sydney",100,"['Italian', 'Pizza', 'Steak', 'Seafood']",-33.9177857,https://www.zomato.com/sydney/lavico-belmore,151.0875452,(02) 9704 7777,3.5,Good,"Cantebury League Club, Belmore",Lavico,['Casual Dining'],46,FALSE,#f87f2c,9.105691057,#6f706b
" 19 Havelock Avenue, Coogee, Sydney",45,"['French', 'Cafe']",-33.9243541,https://www.zomato.com/sydney/cafe-de-france-coogee,151.2554518,(02) 9664 4005,3.5,Good,Coogee,Cafe de France,"['Casual Dining', 'Café']",71,FALSE,#f87f2c,4.857723577,#6f706b
" 1 Bartley Street, Canley Vale, Sydney",50,['Modern Australian'],-33.8894664,https://www.zomato.com/sydney/brasserie-on-the-park-cabra-vale-diggers-canley-vale,150.9398458,02 9727 3600,3.2,Average,"Cabra-Vale Diggers, Canley Vale",Brasserie on the Park - Cabra Vale Diggers,['Casual Dining'],13,FALSE,#fd9a4e,5.243902439,#4186f4
" 423 Cleveland Street, Redfern, Sydney",60,"['Thai', 'Vietnamese', 'Healthy Food']",-33.8919187,https://www.zomato.com/sydney/oriental-healthy-redfern,151.2136355,(02) 9699 8371,3.5,Good,Redfern,Oriental Healthy,['Casual Dining'],55,FALSE,#f87f2c,6.016260163,#6f706b
" 355 Hume Highway, Cabramatta, Sydney",60,"['Pub Food', 'Asian', 'Grill']",-33.9032447,https://www.zomato.com/sydney/the-warwick-cabramatta,150.9426737,02 9726 1222,2.8,Average,Cabramatta,The Warwick,['Pub'],17,FALSE,#fdbd83,6.016260163,#6f706b
" 180 Cabramatta Road, Cabramatta, Sydney",30,['Vietnamese'],-33.8957937,https://www.zomato.com/sydney/ue-noodle-restaurant-cabramatta,150.937792,02 9727 0014,3.6,Good,Cabramatta,UE Noodle Restaurant,['Casual Dining'],55,FALSE,#f57622,3.699186992,#6f706b
" Shop 1, 3-7 Cowell Street, Gladesville, Sydney",50,"['Asian', 'Thai']",-33.8325832,https://www.zomato.com/sydney/iyara-thai-restaurant-gladesville,151.1280159,(02) 9879 4788,3.6,Good,Gladesville,Iyara Thai Restaurant,['Casual Dining'],92,FALSE,#f57622,5.243902439,#6f706b
" Shop 17, Wentworthville Shopping Plaza, 326-336 Great Western Highway, Wentworthville, Parramatta, Sydney",40,['Indian'],-33.8153386,https://www.zomato.com/sydney/sankalp-parramatta,150.9716756,(02) 9688 3181,2.7,Average,Parramatta,Sankalp,['Casual Dining'],17,FALSE,#fdc590,4.471544715,#6f706b
" 18 Joseph Street, Lidcombe, Sydney",90,['Korean'],-33.864094,https://www.zomato.com/sydney/gwanghwamun-banjum-lidcombe,151.0435183,02 9643 1933,3.1,Average,Lidcombe,Gwanghwamun - Banjum,['Casual Dining'],18,FALSE,#fda25a,8.333333333,#6f706b
" 176 Liverpool Street, Darlinghurst, Sydney",55,"['Italian', 'Cafe', 'Coffee and Tea']",-33.8769941,https://www.zomato.com/sydney/quattro-passi-darlinghurst-darlinghurst,151.2139638,"02 9332 2852, 0405 199 267",3.9,Good,Darlinghurst,Quattro Passi Darlinghurst,"['Casual Dining', 'Café']",119,FALSE,#e75b0b,5.630081301,#6f706b
" 10 Aurelia Street, Toongabbie, Old Toongabbie, Sydney",20,"['Indian', 'Malaysian']",-33.7877994,https://www.zomato.com/sydney/mathura-old-toongabbie,150.9504088,(02) 9636 6676,3.1,Average,Old Toongabbie,Mathura,['Casual Dining'],17,FALSE,#fda25a,2.926829268,#6f706b
" Shop 8B, 27-31 Emerald Square Belmore Street, Burwood, Sydney",35,['Singaporean'],-33.8784771,https://www.zomato.com/sydney/rickshaw-food-burwood,151.1021962,Not available for this place,2.9,Average,Burwood,Rickshaw Food,['Casual Dining'],9,FALSE,#fdb475,4.085365854,#6f706b
" 634 Military Road, Mosman, Sydney",90,['Modern Australian'],-33.8241288,https://www.zomato.com/sydney/hotel-mosman-mosman,151.2396541,02 9960 6877,3.7,Good,Mosman,Hotel Mosman,['Pub'],100,FALSE,#f26d17,8.333333333,#4186f4
" 205 Mona Vale Road, Terrey Hills, Sydney",110,"['European', 'German']",-33.6831395,https://www.zomato.com/sydney/kaiser-stubn-terrey-hills,151.2307693,02 9450 0300,3.5,Good,Terrey Hills,Kaiser Stub'n,['Casual Dining'],82,FALSE,#f87f2c,9.87804878,#6f706b
" 1/12-16 Burns Bay Road, Lane Cove, Sydney",45,['Seafood'],-33.814861,https://www.zomato.com/sydney/fourth-fish-cafe-and-restaurant-lane-cove,151.1694153,(02) 9427 4896,3.2,Average,Lane Cove,Fourth Fish Cafe and Restaurant,['Casual Dining'],25,FALSE,#fd9a4e,4.857723577,#6f706b
 1173 Botany Road,40,"['Burger', 'Mediterranean', 'Charcoal Chicken']",-33.9307957,https://www.zomato.com/sydney/mascot-charcoal-chickens-mascot,151.1947666,02 9667 1982,3.7,Good,Mascot,Mascot Charcoal Chickens,['Fast Food'],80,FALSE,#f26d17,4.471544715,#6f706b
" 172 Norton Street, Leichhardt, Sydney",60,['Italian'],-33.8812185,https://www.zomato.com/sydney/7ettimo-leichhardt,151.156593,02 9564 1199,3.8,Good,Leichhardt,7ettimo,['Casual Dining'],114,FALSE,#ed6310,6.016260163,#6f706b
" 531 George Street, CBD, Sydney",70,"['Pub Food', 'Burger', 'Bar Food']",-33.8756466,https://www.zomato.com/sydney/albion-place-hotel-cbd,151.2061689,02 9993 0760,3.2,Average,CBD,Albion Place Hotel,['Bar'],56,FALSE,#fd9a4e,6.788617886,#6f706b
" Shop 20, The Piazza, Castle Towers, 614 Castle Street, 	Castle Hill",50,"['Indian', 'Vegetarian']",-33.7304839,https://www.zomato.com/sydney/blu-ginger-castle-hill,151.0053721,02 8677 7721,3.3,Average,"Castle Towers, Castle Hill",Blu Ginger,['Casual Dining'],71,FALSE,#fd9243,5.243902439,#6f706b
" Shop 3, 4 Trafalgar Place, Macquarie Park, Sydney",120,['Seafood'],-33.7671328,https://www.zomato.com/sydney/basils-seafood-macquarie-park,151.1064869,02 9876 6617,3.4,Average,Macquarie Park,Basil's Seafood,['Casual Dining'],74,FALSE,#fb8836,10.6504065,#6f706b
" 46 Harris Street, 	Pyrmont",45,['Chinese'],-33.8666062,https://www.zomato.com/sydney/ni-hao-chinese-cuisine-pyrmont,151.1923944,02 9571 1735,3.1,Average,Pyrmont,Ni Hao Chinese Cuisine,['Casual Dining'],49,FALSE,#fda25a,4.857723577,#f45042
" 212 Belmore Road, Riverwood, Sydney",50,['Italian'],-33.9522517,https://www.zomato.com/sydney/roma-capoccia-riverwood-southern-sydney,151.05206,(02) 9538 3385,3.4,Average,Riverwood,ROMA Capoccia,['Casual Dining'],36,FALSE,#fb8836,5.243902439,#6f706b
" Shop 4, 33 Bronte Road, Bondi Junction, Sydney",30,"['American', 'Burger']",-33.8934645,https://www.zomato.com/sydney/burgercrave-bondi-junction,151.2494249,(02) 9386 0601,3.4,Average,Bondi Junction,Burgercrave,['Casual Dining'],57,FALSE,#fb8836,3.699186992,#6f706b
" 996e Pittwater Road, Curl Curl, Sydney",40,['Cafe'],-33.7387678,https://www.zomato.com/sydney/outpost-espresso-collaroy,151.3030732,02 9971 0444,3.2,Average,Collaroy,Outpost Espresso,['Café'],11,FALSE,#fd9a4e,4.471544715,#6f706b
" 75 Stanley Street, Darlinghurst, Sydney",60,['Indian'],-33.875997,https://www.zomato.com/sydney/brick-lane-darlinghurst,151.2153469,02 8964 9318,3.5,Good,Darlinghurst,Brick Lane,['Casual Dining'],17,FALSE,#f87f2c,6.016260163,#6f706b
" Shop 2, 125 Harris Street,
(Enter from Miller Street), Pyrmont, Sydney",80,"['Japanese', 'Sushi']",,https://www.zomato.com/sydney/zorizo-pyrmont,,02 9660 8123,3.3,Average,Pyrmont,Zorizo,['Casual Dining'],60,FALSE,#fd9243,7.56097561,#6f706b
" 41 Willoughby Road, Crows Nest, Sydney",35,"['Asian', 'Chinese']",-33.8262872,https://www.zomato.com/sydney/deli-noodles-crows-nest,151.201191,(02) 9437 4548,3.6,Good,Crows Nest,Deli Noodles,['Casual Dining'],61,FALSE,#f57622,4.085365854,#f45042
" 56 Canley Vale Road, Canley Vale, Sydney",73,"['Chinese', 'Seafood']",-33.8866648,https://www.zomato.com/sydney/grand-pearl-seafood-restaurant-canley-vale,150.940302,(02) 9723 6888,3,Average,Canley Vale,Grand Pearl Seafood Restaurant,['Casual Dining'],48,FALSE,#fdab66,7.020325203,#f45042
" Food Court, Level 2 Upper, Macquarie Centre, Corner Of Herring Road And Waterloo Road, Macquarie Park, Sydney",20,['Japanese'],-33.7767518,https://www.zomato.com/sydney/yatai-ozeki-macquarie-park,151.1205153,Not available for this place,3.2,Average,Macquarie Park,Yatai Ozeki,['Food Court'],21,FALSE,#fd9a4e,2.926829268,#6f706b
" 401 High Street, Penrith, Sydney",70,['Chinese'],-33.7535864,https://www.zomato.com/sydney/happy-inn-chinese-penrith,150.6986499,02 4731 5352,3.7,Good,Penrith,Happy Inn Chinese,['Casual Dining'],146,FALSE,#f26d17,6.788617886,#f45042
" 314 Victoria Road, Marrickville, Sydney",55,['Cafe'],-33.9120702,https://www.zomato.com/sydney/the-giant-bean-cafe-marrickville,151.1605473,02 9568 5446,3.1,Average,Marrickville,The Giant Bean Cafe,['Café'],14,FALSE,#fda25a,5.630081301,#6f706b
" Level 1, Market City, 9-13 Hay Street, Chinatown, Sydney",25,"['Chinese', 'BBQ']",-33.879809,https://www.zomato.com/sydney/super-chef-bbq-chinatown,151.2034131,02 9211 3118,3.1,Average,"Market City, Chinatown",Super Chef BBQ,['Food Court'],19,FALSE,#fda25a,3.31300813,#f45042
" 222 Anzac Parade, Kensington, Sydney",55,"['Asian', 'Sandwich', 'Cafe']",-33.9115946,https://www.zomato.com/sydney/e-star-cafe-restaurant-kensington,151.2236348,02 9697 0211,3.3,Average,Kensington,E-Star Cafe Restaurant,"['Café', 'Casual Dining']",25,FALSE,#fd9243,5.630081301,#6f706b
" Corner Of Pitt Street And Alfred Street, Circular Quay, Sydney",80,"['Pizza', 'Pub Food']",-33.8614075,https://www.zomato.com/sydney/the-ship-inn-circular-quay,151.2092511,02 9241 2433,3.2,Average,Circular Quay,The Ship Inn,"['Bar', 'Pub']",42,FALSE,#fd9a4e,7.56097561,#6f706b
" 7 The Strand, Croydon, Sydney",75,['Italian'],-33.8834341,https://www.zomato.com/sydney/la-margherita-pizzeria-croydon,151.1142703,02 9747 0888,3.7,Good,Croydon,La Margherita Pizzeria,['Casual Dining'],61,FALSE,#f26d17,7.174796748,#6f706b
" 18 Pacific Highway, St Leonards, Sydney",30,['Thai'],-33.82389,https://www.zomato.com/sydney/spice-me-up-st-leonards,151.193689,(02) 9439 9898,3.2,Average,St Leonards,Spice Me Up,['Casual Dining'],33,FALSE,#fd9a4e,3.699186992,#6f706b
